label,emotions,tweet
sadness,3,"Salah seorang teman bertanya, sakit mana dengan sakit hati? Jika sy dapatkan rasa sakit yg sama saat patah hati dengan rasa sakit saat mendapat tindakan dokter, yakinlah sy tak hanya mengatakan ""iya"" saat dia minta maaf. Mungkin akan ada pelajaran buat ia pahami ""sakit"" itu apa"
anger,1,..... Kasian si Anas ini.... Sudahlah semua orang percaya ente korupsi.... Fakta anda kasasi setelah Artidjo pensiun.... Maksudnya apa....??? Ente mengharap putusan Artidjo yg nambah hukuman jadi 14 thn bisa ditelikung oleh Hakim lainnya... ?? Tidak akan..!! [URL]
anger,1,Di transJ gw berdiri dan mau berbaik hati kasih tempat duduk untuk bapak tua .. tp si bapak tua gak mau.. eehh malah ada cowo gak sopan yg dudukin tempat duduk itu. Hadeehhh   
sadness,3,"Sedari tadi idung meler trs wkt terawih, tenggorokan rasanya sakit. Yaps setelah memakan ini jd mencair semuanya hehehe [URL]"
sadness,3,"Ngebahas travel sm si eman membuka luka lama.. dari serangkaian luka yg bisa dibuat agen travel dan oknum2nya, What the worst can happen to you?"
fear,5,Banyak sebenarnya yg mau saya ceritain. Tapi saya takut yg baca jadi tertarik ke sini. Terutama perempuan. Because I am kinda possessive bitch for these things.
anger,1,"Jebakan kacung mu.HRS,imam besar ( bagi umat muslim).Tokoh agama.Prabowo mlkukan konsultasi keagamaan.Apanya yg turun kelas.Kelas bulu apa kelas bantam.Alkafirun jelas tdk paham,aplg politisi kelas ecek2.Modalnya fitnah maki2,nyinyir.Cuma itu. [URL]"
anger,1,[USERNAME] .... Ente bilang Hakim Artidjo bukan Malaikat... Ya jelas bukan.... Tapi Hakim Artidjo berdasar fakta2 persidangan dan tidak akan buta terhadap Korupsi Anda yg sangat jelas bukti2nya.... Anda yg sebenarnya bukan Malaikat karna sangat doy
anger,1,"[USERNAME] Asli sih, kemaren saingannya sama dota aja udah puyeng capernya. Lah ini dese nambah PUBG Tiba tiba ngechat ngirim gambar peringkat doang Keselnya diubun ubun"
anger,1,Makanya klw niat knl baik di bls dgn niat baik ?? Lah klw di cuekin y cuekin balik lagi emng gw rugi kehilangan loe hadeh loe salah orang broo
anger,1,Gw bilang juga apa??? Kebaca benerrr kelakuan lo....
anger,1,"Lu dan PSI yg tak punya manfaat..!!! Pengecut,penjilat,tukang fitnah.. Ton gw punya teka teki,partai partai apa yg berideologi dendam?bermental jongos,dan dosponsori taipan brengsek? #testIQ"
sadness,3,"Ya Gusti, ini apaan coba Lagi Syantik nempel banget di pala. Emang lagi manjaahh~ Lagi pengen dimanjahhh~ Emang lagi cantikkk~ Tapi bukan sok cantikkk~"
anger,1,[USERNAME] [USERNAME] .... Ini aja membuktikan anda sudah TIDAK BENAR.....!!! MASA NAPI KORUPTOR BISA PUNYA HP DI PENJARA ITU SDH MELANGGAR ATURAN.... DAN ANDA DG ENAKNYA MELANGGAR ATURAN...!! INI MENANDAKAN BAHWA ITULAH KARAKTER ANDA.
anger,1,Tidak memaksa bwt knl sama gw tidak memaksa bwt ml sama gw yg gw paling gak suka chat gak pernh di bls giliran gw gak bls loe sakit juga gak hahaha makan tuh ucapan loe sendri
happy,2,"Mayoritas kakak-kakaknya dateng sepulang kerja, masih pakai pakaian kerja. Terus kebayang gitu 2 tahun lagi (aamiin) ada di posisi itu... ternyata saya udah sebesar itu."
fear,5,"jam 3 belum nongol jg. eh sampe jam 4, ditelponin bilangnya bersiap ke tkp. Kosan yg 2 lantai kamar super gede udah lengang bgt. Nungguin waswas.. sms, Pak ini saya jadi dijemput kan?"
fear,5,"Ati2 sis [USERNAME], leptopku juga abis update trs restart malah jd black screen pointernya muter2 trs ga bisa log in. Restore pun ga bisa krn ga sengaja kehapus."
anger,1,"Dungu [USERNAME] buyback Indosat keluar dalam ajang debat yang spontan, dalam sesi debat juga Anis sering menuduh kubu Prabowo didukung para mafia apa elu mau bantah [URL]"
anger,1,"[USERNAME] [USERNAME] Cuma kata?cuma selogan?kyk teriakan mereka ""saya pancasila"" Bukti : Presiden lu dikatain dungu kalian pada diam?ajaib.. Saran : mulut sama kenyataan mohon disingkron kan.."
fear,5,"Cuman bedanya si emang adek gue suka gt sama bau2 kesehatan jd emang masih agak niat lah. Lah gue emang asal aje daptar2 mana aja maklum lah pas itu masih takut kalau ga kuliah, tp berasa si kuliah di tmpt yg bukan passion. Kesan nya kayak budak nilai."
happy,2,"Well, ternyata yg punya bali nature lumayan awet baunya. Td sore iseng usap2 di tangan trus ditempelin ke bantal. Ku tinggal pergi sejam 2 jam ehh baunya masih ninggal~ lumayan, alternatif untukku yg sering wahing kena farfumm~  [URL]"
anger,1,Jika hati gw udah kecewa apa lagi sampai sakit hati begini loe blok gw ehmmm jangan harap gw mau knl loe lagi loe dm ribuan kali gak gw ladenin pengen taunya gw knl loe dan rasain gmna chat gk di buka buka atau gak di bls 
sadness,3,"RT [USERNAME] Dia suka mengopi, tapi tidak bersamamu. Dia suka jalan-jalan, tapi bukan jalan denganmu. Dia suka apa saja yang juga kau suka, tapi dia tidak menyukaimu.."
anger,1,Loe mau blok twiter gw apa lah gw udah gak perduli lagi hilang satu bagi gw tumbuh seribuh inget y gw kost sendri kpn yg gw mau gw bisa jadi loe jangan merasa bangga udah blok gw oke byee
anger,1,"Jgn hanya tau korupsi lalu uangnya dihamburkan utk negara lain, DPRRI anda semua adalah pemegang amanah rakyat, oleh karena rakyat anda bisa bersuara lantang, dan oleh karena rakyat anda bisa menjadi terhormat, lalu apakah anda bisa menghormati amanah rakyat? Ingat dan camkan...!"
love,4,gw lagi dengerin lagu2 Zayn Malik dulu gw benci banget ma doi gara2 keluar dari 1D dah gitu gayanya tengil tapi semenjak rilis lagu pillow talk blh juga wqwq trus lanjut deh sampai skrg suka dengerin lagu2nya **memang terkadang manusia sering menjilat ludah sendiri 
fear,5,"udah hampir maghrib si bapak supir cerita klo feeling ngga enak bgt setelah aku carter, mimpi kecelakaan, gitu2. dan bener2 takut kejadian intinya aku ngga dijemput repotin klg jg malu masa pesen travel aja ga pinter"
anger,1,Jangan diam lawan juga mereka yg memparalat hukum dgn tujuan kekuasaan ! Jangan diam lawan juga mereka front linernya komunis berkedok pancasila :) [URL]
love,4,ku tatap wajahmu saat pertama kita bertemu terasa bergetar jiwaku saat kau tersenyum padaku i love u. #ARMYSelcaDay [USERNAME]
anger,1,Padahal yang lain senyum ramah lohh sama fansnya. cuma kamu sendiri yang agak angkuh!! Rodo ngadoh piee ngono nek tak rasakne sumpah wagu mas polahmu
anger,1,Adek kosan pinjem tupperware w (yg sebenernya akan w bawa pulang kamis ini). Sama dese diisi rendang trus dimasukin freezer. She just sent me to hell
sadness,3,"rangorang sibuk mikirin nastar, sy masih mikirin gimana ini needle automatic microneedlingnya belum dateng, apparently im so behind at kultur lebaran. As if eating nastar is religous moment "
sadness,3,"Sedih dan mendengarkan lagu-lagu sedih. Bukan liriknya, melainkan musiknya saja untuk menemani malam ini karena ku yakin ku tak bisa tidur cepat malam ini"
anger,1,"[USERNAME] [USERNAME] Mengakui Jaringan 4G nya LEMAH, ya tolong di perkuat dong, jangan sampai Harga Kuota yg 12 Giga, di Rp. 95.000,- tidak sebanding dengan Kualitas Sinyalnya, perkuat di daerah Sariwates, Kiaracondong, Kota Bandung cc: [USERNAME] [URL]"
fear,5,Intisarinya: jangan main hp samsek digojek geng. Even udah deket rumah tinggal ngesot. Gila yah. Astagfirullahaladzim orang jaman sekarang tuh ya apa juga dilakuin hik
sadness,3,"ini kakinya diapain sih harusnya ya ampun sakit banget nyeri. orang rumah udah pada jengah kali ya, aku aduh-aduh mulu gara2 serangan mendadak di kaki"
sadness,3,Hampir 7 taun di jogja. Skrng lagi packing perasaan kemarin udah di cicil di bawa pulang. Tapi tetep masih aja berasa banyak. Padahal bajunya itu2 aja.
happy,2,Senyum2 sendiri baca #OldMoneyGakNgerasain karna emg gw ngalamain yg rata2 di twit haha kaya di suruh beli minyak tanah ke warung terus dirigenya ditendang2 pake dengkul kaki
anger,1,Loe mau ngatain gw bencong apa lah terserah loe yg pasti gw gak merasa gw bencong loe lupa yg udah ngewe sama gw Giliran gw gak ngeladenin loe lagi loe bilang bencong Ehmmmm kasian bgt hidup loe 
happy,2,"Kagum sih sama dia. She's younger than me, badannya kecil kek anak smp sekarang mimpin satu cabang besar isi 80 orang dan cabangnya one of the best di region banten"
anger,1,"Mau cerita Jadi td sebelum magrib sempet keluar rumah buat nganterin adek bukber, nah di jalan pulang ketemulah sama cewe cewe berkerudung tapi rambutnya keliatan dibelakangnya:) Mereka bonceng 3:) Dan jalannya ditengah:) Padahal jalanan rame:) Eh Disalip ketiganya ngomel :("
anger,1,"DPRRI pemegang amanah rakyat tetapi selalu membalikan telapak tangan, Dewan yg membuat aturan dan Dewan pula yg melanggar aturan, segelintir Dewan mencoreng amanah rakyat dgn melakukan korupsi, jls bersalah dan selalu berkelit menutupi kesalahan dgn bersandiwara"
anger,1,"Tidak usah menyalahkan siapa-siapa, segala keburukan yang menimpa anda adalah karena kebodohan dan kesalahan anda sendiri. Dan ini bukan penghinaan, tapi peringatan keras agar kedepan bisa lebih cerdas, jadilah"
sadness,3,"[USERNAME] [USERNAME] salah satunya krna terutama pejabat negeri ini suka mencari cari kesalahan / kelemahan pejabat lainnya, bukan sama sama cari solusi bgmn bangsa ini bisa maju dan berkarya.."
anger,1,"Ya congoni ma,hidup satu kosan ada yguda tua nenek, banyak bersabar banyak ucap doa ajalah ya, karna makin tua makin buat emosi ternyata pemirsyahhhh"
sadness,3,"Udah abis tuh bpk kuomelin, Ya Allah pak bpk yakin ga jemput saya nih cm krn feeling aja, percaya tuh sm Allah paak.. blablablaa. Tp bapanya bersikukuh. Lalu tinggallah daku sendiri tiada yg menemani di kosan segede itu. "
anger,1,"Ini pertemuan diundur lagi, kemungkinan besar bebas visa diundur lagi. Emang sih ini negara PHP tingkat tinggi. [USERNAME] [USERNAME] [USERNAME] [USERNAME]"
sadness,3,"Gabisa tidur! Males bongkarin, tidur pake jeans, berharap segera pagi. Pagi tiba, lgsg naik bus pertama yg lewat depan kos. dengan koper2ku. Sampe Malang dg kudu nangis. Takkusangka ada travel agent yg sedemikian busyuuk."
sadness,3,hati kecil ini selalu berkata jujur. dan selalu membuat penyesalan setelah apa yang dilakukan itu salah. selalau mengingat bagai mana cara keluar dari zona yang kelam menuju kebenaran. hidup ituh pilihan ! berlaku baik atau pudar ketulusan.
happy,2,Dapet driver [USERNAME] orang Batak marga Tampubolon (nama depan disembunyikan) yang seumuran. Udah deh di jalan ngobrol ketawa-ketawa serasa lagi ngobrol sama sepupu sendiri. Halak hita dang adong matinya! Mauliate godang lae hu! Horas! 
sadness,3,"Dari siang sampe sekarang perut udah gak karuan, susah ngejelasin gimana sakitnya karna emg beda bgt sama hamil yg pertama, bukan ngerasain perut kenceng atau kontraksi atau keram lainnya, tapi lebih ke mual dan di kocok2 ke level yang lebih parah "
sadness,3,kadang pulang cerita ke anak isteri abis nonton konser a b c dan gratis krn sembari kerja. tapi... tiap anaknya nanya konser ina itu kelewatan. sedih. #yha.
anger,1,"Baguslah! Itu namanya sadar diri. Mana mungkin tersangka kasus cabul bisa jadi pemimpin umat?! Btw, kasus [USERNAME] gimana? Terus cerita ente ame nyang 'ntu gimane? [URL]"
anger,1,Anis bilang Prabowo didukung mafia asal mangap apa fakta?? sok nyolot kunyuk [USERNAME] satu ini nggak ada sopan santunnya sama pemimpin
sadness,3,Aku tidak mampu... Mencegah hatiku untuk tidak terus merindukanmu.. Meski aku sadar bahwa rasa rindu ini hanya akan membuatku bertambah sakit.
happy,2,"Terima kasih udah bekerja keras kasih kita (army) musik yang berkualitas, musik yang keren, musik yang inspiratif, musik yang menyembuhkan. Sehat selalu & terus berkarya. We love u RM"
happy,2,"abis sahur, sembahyang subuh balek tidur lagi, bangun jam 6.30 dan sampe ruangan jam 7 kurang 5 menit, sptinya saya harus mengapresiasi diri sendiri krn dpet mandi, seragaman, pake bedak sm gincu dan berjalan dlm waktu 50 menit "
anger,1,"Kalau boleh jujur, sampe sekarang gue masih belom sepenuhnya menerima perilaku ga sopan orang ini yg berusaha keluar masuk hubungan kita dulu. Karena gue ngerasa ga adil aja. Gue ga pernah ngerusak hubungan orang. Sampe sekarang kalau gue inget caranya masuk, gue ga habis pikir."
happy,2,"abis sahur, sembahyang subuh balek tidur lagi, bangun jam 6.30 dan sampe ruangan jam 7 kurang 5 menit, sptinya saya harus mengapresiasi diri sendiri krn dpet mandi, seragaman, pake bedak sm gincu dan berjalan dlm waktu 25 menit "
anger,1,"Total duit diorang hampir mau 600 jt. yang ngutang pada punya otak ga yahhh...ditagih pura2 mati, ada yang mati duluan, anaknya ngemis2 bingung ngembaliin nya udh gitu dia masih kuliah. ditagih nunggu dia kuliah, terus kerja, nyampe gue punya cucu tu utang baru kelar mungkin tong"
anger,1,[USERNAME] [USERNAME] gimane?gk berani komen kan?ngomong kek paling pancasila.. Mau tanya waktu ngomong saya pancasila kalian g lagi mabuk kan?ato ngomong sambil liat teks?anak muda optimis?hek.. anak muda yg kehilangan urat malu iye kali.. :) https:/
fear,5,sedihnya tuh ketika sedang seperti ini ga ada 'tempat sampah' jadinya nyampah aja di twitter maaf ya followerku :( btw aku bingung deh tadi nimbang 43.6 trus pup 2x abis itu turun lagi jadi 42 ini timbangannya yg labil apa gimana????
anger,1,"Nah lho.. Yg digadang2 bakal benerin dan majuin daerahnya,malah pesen barang aja ke luar negeri Pdhl hasil kerajinan penduduk lokal aja byk yg bagus Ga habis pikir deh gw Giliran gini aja kalian g koar2,,klo toko sebelah polah dikit aja ""pedes"" tuh mulut klo diem aja"
anger,1,"Rakyat indonesia sdh cukup menderita oleh ulah para koruptor yg kebal hukum, jgn bahagia di atas penderitaan rakyat, indonesia punya penjajah yg terparah yaitu koruptor, rakyat bekerja keras membanting tulang, koruptor yg menikmatinya"
love,4,"Aku hanyalah ciptaan tuhan, bukan superhero apalagi malaikat. Aku hanya bisa melakukan apa yang aku lakukan dek. Itulah aku, anak nomor tiga yang murah hati, dan aku mohon semoga kamu cepat tau dek "
fear,5,Suami gak dukung lahiran normal. Dari awal nyuruh sesar ajaa. Takut akunya gak kuat ngelahirin 2 anak. Aku jadi takut juga bawaannya. Tp kalo denger testi orang yg sc gak ada yg bilang lebih enak dari normal 
sadness,3,"Terkejut diri ini kan. Lalu perut ku kruyukan, akhirnya ku putuskan utk searching dimane foodcourt nya. Eh pas searching, no signal breh. Tri ku di thamrin dan tanabang tidak berfungsi samsek."
sadness,3,"Kesalahan malam ini, tadi masak indomi sebungkus lalu merasa itu terlalu dikit dan masak satu bungkus lagi. Terus sekarang.. enek sendiri liatnya. Susah amat menahan napsu duniawi"
happy,2,"Empat tahun lalu, ketika orang-orang hepi karena keterima kerja/sekolah lagi, gue hepi karena nama gue nongol di daftar ini :') #WorkshopCerpenKompas2014 #TSYGMC Foto: [USERNAME] [URL]"
love,4,"Aku hanyalah ciptaan tuhan, bukan superhero apalagi malaikat. Aku hanya bisa melakukan apa yang aku lakukan dek. Itulah aku, anak nomor tiga yang murah hati, dan aku mohon semoga kamu cepat tau dek  #menjauhdarijanji?"
anger,1,"Gue ga ikhlas kalau lo masuk dan muncul lagi di kehidupan gue. Jadi jangan muncul lagi, karena sakit hati gue berasa lagi di setiap kemunculan lo. Apapun alasannya. Jangan ganggu kita lagi."
happy,2,Makan nasi padang di Senen. Kemudian nonton live music di taman suropati sampe malem dan ngobrol ttg semuanya sampe bisik2 ditelinga hehe. Baliknya naik transj dan ngobrol lg then he walk me home. Literally walk and talk. (Sayangnya best date with cowo yg kurang tepat hehe) [URL]
sadness,3,"[USERNAME] Cibiru entah kenapa gtu, daya tariknya kenceng banget skrg. Lagi sayang-sayangnya gtu. Tapi apa daya, bentar lagi mau gak mau harus siap ninggalin -_-"
happy,2,"Waktu itu kami bertiga puluh, dipilih dari sekitar 300 orang yang mendaftar. Ya gimana ga berasa bangga  Workshop kami diajar oleh Fajar Arcana, Agus Noor, dan Semo Gumira Ajidarma. #WorkshopCerpenKompas2015 #TSYGMC Foto: (masih) [USERNAME] [URL]"
fear,5,"Mengistirhatkan badan itu penting, tapi saat hendak istirahat teringat akan tugas yang tak kunjung kelar, akhirnya bangun duduk depan laptop dengerin radio, tinggal nulis nya aja mikir kemana-mana, ya begitulah"
sadness,3,"WesTerima kenyataan mbah, anak lanange lebih kelihatan muda menawan, tegap dan gagah, ketimbang suaminya Cemburuuuuu Suami merasa anak lanange lebih sering dibanggakan dari pada suamine dewe "
sadness,3,"Pernah gak kalian ngerasain dulu kalian pernah amat sangat menginginkan sesuatu dan berjuang mati2an buat dapetinnya. Tapi suatu saat kalian berhadapan sangat dekat dgn hal tersebut dan tatap dalam2 lalu terlintas pikiran... ""wait, kayaknya sekarang aku udah gak mau ini lagi deh"""
fear,5,alergi apa coba??? Kok jd bintik-bintik gini. Kata uda karena makan ikan tuna. Apa karena cuaca yg terlalu panas kali yaa uucchhh tersiksa kena garukan
anger,1,"Nah trs ai bakil pan, pesen gojek. Ebuset, no signal. Sekalinya ada, dpt driver nih, marah2 ora jelas. Udh kakek2 emang, tp ya annoying aja beliau itu. Ingin berkata kasar, tp diriku lg penuh dosa. Jd ku tahan."
anger,1,"Haha kasihan juga kpd akun ini.Belum sembuh juga sakit dendamnya.Sepnjang hari,kerjanya usilin Anies.Dikiranya Anies aware.EGP.Pdhl konco2nya sdh bnyk yg insaf.Yg ini,belum.Tunggu struk. [URL]"
anger,1,"[USERNAME] Sy sudah menghubungi halo bca 1500888 dan tekan 1, 1, dan 0. Saya sdh melakukan itu sampai 10X sampai pulsa sy habis. Dan jawaban nya selalu maaf operator kami sedang sibuk. Gimana mau cek status sy"
sadness,3,"tadi ke raacha karna bm tomyam nya, tbtb mas2nya yg nyiapin meja bilang ""kok mukanya kaya ga asing?! sering kesini ya"" wkwkwk mas nya tau aja :("
anger,1,rada' ksel juga ya stiap mau expo pasti h-1 yg dpnya klo gt mah boro' mau brangkat psen tiket aja mals . atau nggak yg gni * udahh d malang beb aku isi ya dp skrg * rasanya pngen gw jotosin palanya .
sadness,3,Lost 3kg in a month gara2 kerjaan yang cukup bikin stres. Padahal dari zaman kuda susah banget nurunin sekilo doang. Daku tersenyum perih [URL]
anger,1,"[USERNAME] [USERNAME] Ini baru yg katanya heboh gmana gaberner n wklnya,gmana tuh kok nggak dibenerin emangnya zaman kolonial..rusaklah negara eson"
happy,2,"So yeah, setelah empat tahun, akhirnya kami bareng-bareng menerbitkan buku kumpulan cerpen sendiri. Judulnya #TSYGMC. Buku ini diterbitkan oleh [USERNAME] dalam format fisik dan e-book. #WorkshopCerpenKompas2014 [URL]"
anger,1,Seharian tadi Surabaya Macet !!! Lampu merah dibikin yg baru ( Samping Bank Mega Darmo dan di depan KFC Darmo ) malah makin macet bukanya tambah lancar... #Curcol #Surabaya #SurabayaMacet
anger,1,"Ah mudik kok dilarang lewat toll.. dasar tolloll.. kalau lewat ngutang wajar,,,kita bayar kok BONG. Lagian kalau kaga boleh lewat,tiap pintu toll kasih dah tulisan, TOLL khusus CEBONG dan KACUNG.. nanti kita baru sadar.."
anger,1,"Bilangnya selo tapi disuruh kerja ogah2han nanti capek dll. Kalau kerja sudah lillah sm ikhlas, mau capek atau engga itu dipikir belakangan atau malah ga dipikir sama sekali. Toh nanti kita juga yg untung dpt pengalaman dan pembelajarannya"
happy,2,duh sumpe ngakak hahaha jaman kalo ngetweet terus keliatan 'via blekberi' itu lo udah masuk kategori anak gaul tingkat international ya duh susah sih kalo knalpot dikasi nyawa mah begitu jadinya
happy,2,"[USERNAME] [USERNAME] Terima kasih banget pak presidenku n kabinet dgn hsl kinerja yg mulia nkri tdk dipandang enteng,semoga ttp kita jaga n terjaga warsan tsb"
happy,2,"Kemarin buku #TSYGMC ini sempat di-twit oleh Mas Agus Noor untuk tagar #bacabuku-nya. Seneng gitu liatnya, biarpun gue anak murtad dah sejuta tahun lamanya ga nulis fiksi  #WorkshopCerpenKompas2014 [URL]"
sadness,3,"Aku kasihan sm Mama Hulk Ijo ini bah, membesarkan anak yg bahkan ngga punya nyali shg pake akun anonim. Badan besar otak kosong. [URL]"
happy,2,"BGSD GUE NGAKAK MALEM2 NONTON INI, ANJIR SERIUS INI QALQALAHNYA MANTEP BANGET ASTAGAAAAAA RECEH BANGET GUAAAA [URL] via [USERNAME]"
anger,1,[USERNAME] Jasa pengiriman sangat tidak profesional!! Sampe kapanpun gak akan pake jasa pengiriman ini lagi.... menanggapi pengaduan lama! Awas aja paket sy yg nyasar krn petugas anda salah input sampe ilang berarti su Viralkan!
sadness,3,Keinginanku utk membeli ini itu seketika terhenti krn 1 kalimat Emang punya duit? Cuma nyokap doang yg bisa ngomong gitu krn gmn ea kan beli pake uang jajan dari siapa 
sadness,3,"Iya aku baru ingat dia dulu pernah lelah menunggu aku yang menganggapnya hanya teman, dan saat ini aku yang lelah menunggumu untuk kembali memelukku lagi."
happy,2,"Bun, aku bantuin nempatin es buah ya... ""Tumben banget, ah pasti kamu mo ngisi paling banyak di gelas kamu kan."" ""Ehee... Bunda tau aja"" [URL]"
anger,1,Bukan tipikal orang yang mesti dimaintain dengan chatting terus terusan sih aku tuh memang Males juga Cuma ya... When you got time please reply mine
anger,1,"lebay bgt sih masalah kygt doang sholat lo makanya makanya cerita, terbuka ama orang Y njing. kl solusinya kekgitu doang mah gaperlu dikasitau"
sadness,3,"Apapun yg terjadi aku tdk boleh menjadi seorang yg selalu bersedih. Kalo memang mungkin bukan dia yg menginginkan mu, mungkin ada dia luar sna yg msih menginginkan mu."
happy,2,"[USERNAME] [USERNAME] ""Terima kasih yah!!! Aku happy banget tadi. Meskipun aku sampai muntah tadi dan sempat kesedak tetapi aku happy banget..."" #sedooooottt"
happy,2,"Jadi hampir seminggu nyari jam tanggan yang cocok di gue dan cocok di dia. Gue mau ini dia gamau, dia mau itu guenya gamau. Trus akhirnya dia selalu menyerah dengan pilihan gue huhu macii. trs dia pilih abu2 gue pilih hitam (warna gak couple gapapa) trus dia bilang 'yaudah hitam'"
anger,1,"Indonesia baik baik saja kok brisik amat ya Di kampung2 orang2 yang kalian ""jual"" susah, miskin, dan sejenisnya nyatanya biasa saja Masih pada merokok tak berubah... Tagarmu makan sendiri ya... HAHAHAAHA"
anger,1,"supir bak hilux tolol, jalanan lebar bisabisanya ngelindes kaki w. Udah gt pas kaki gua kelindes malah bukannya mundur/maju cepet cepet kok malah hah hoh hah hoh. sakit tot. bodoh dipelihara, kucing tuh dipelihara"
happy,2,"My favorite song in albums Terimakasih Nambawan, terimakasih Dynamic Duo, terimakasih GRAY oppa, terimakasih semuanya Lagunya membuatku mood booster untuk kerjain skripsishit #WannaOne #nowplaying [URL]"
anger,1,"[USERNAME] kalo memang gak sanggup, lambaikan tangan ke camera aja bro. Nanti ada yang jemput. Pleaselah stop komen aneh2 tentang negara ini, anda khan salah satu petugas pemerintah juga tho ??? [URL]"
anger,1,temen : kuliah dimana cik? me : binus. temen : jurusan apa? me : psychology temen : bisa baca sifat gue dong? coba dong baca gue orgnya gmn EH NYET. NIH YA KL GUE BISA BACA SIFAT ORANG MAH GABAKALAN GUE GAGAL DALAM PERCINTAAN MULUS PASTI HIDUP GUE TANPA ADANYA FAKEFRENDZZ
anger,1,"Siapa sich yg dipercaya FZ polisi yg sdh bekerja dg tepat wkt dan cekatan, tetap ga di percayai, mungkin hanya di sekarang lari ke arab itu aja yg dipercaya, bgmn rakyat mau percaya FZ dan FH yg selalu nyinyir tanpa bukti"
sadness,3,Wktu masih jaman sekolah kalau ada laki2 yg suka boro2 mau nanggepin ..yg ada malu nya minta ampun smpe tuh laki malah d musuhin!! Tp bocah jman skrng jomblo bentar galau nya minta ampun  ..gmn klau mereka kaya gua yg jomblo 7 tahun  #OldMoneyGakNgerasain
happy,2,"model kecil tapi asal halal, bakal aja ada yang beli, bakal aja ada yang order, pas keliru bakal ada aja yang jujur. ""lu kata siapa ndri sotoy banget."" gue udah ngalamin sendiri, dari jualan pulsa dan kuoat internet 100 ribu doang. sekarang ketutup ongkos gue buat pp kerja."
sadness,3,"Menamai, tapi lupa memaknai. Memenangkan, tapi enggan menenangkan. Mendewakan, tapi tidak saling mendewasakan Mencintai, tapi gemar mengintai Akhirnya memutuskan putus"
sadness,3,"Apabila kamu sudah tidak dianggap ada, jangan merasa bahwa kamu itu invisible, tapi merasalah intangible. Seenggaknya kamu tetap berharga meskipun tidak berwujud. #skripsibaper #kapanmarineeeeeeeeyaAllah"
happy,2,Jodoh itu kalau sudah waktunya ya akan ketemu juga. Minggu lalu Bli datang bawain kain. Hari ini Emak pulang membawa kebaya bordir. Yang dikasih kegirangan krn sekarang jadi punya sepasang baju cantik  [URL]
happy,2,"karena aku merasa tidak ditanggapi dengan akun terkait, maka aku putuskan untuk report feed tersebut ke pihak Instagram. well, hari itu juga feed yang aku report dihapus pihak ig. im happy because Instagram concern about copyright issue"
anger,1,"Pengajian yg ustadznya provokator dan mulut jamban, wajib dibubarkan."
happy,2,Akhir akhir ini banyak ketemu orang orang baik. Padahal umur mereka masih muda tapi masyaAllah ibadahnya luar biasa. Aku waktu ukur segitu ngapain aja? Sibuk sama oppa korea
sadness,3,"Ada berita pendeta yg ngebunuh anak angkatnya kalo ga salah, itu pun korban dalam kondisi hamil, sebelum dibunuh juga diperkosa dulu, miris kali"
anger,1,"Itu pulau buatan mumpung baru jadi pulaunya belom apartemennya ya di cancel lah, nantinya untuk kepentingan rakyat DKI. Nah kalau tempat sampah di cancel enaknya buat apa? Masa buat melihara kecebong "
sadness,3,"Adaa saat dimana emang lelah dalam perjuangan, ketika satu tujuan tidak memperlihatkan keterbukaan, lebih baik memilih mundur, untuk menggapai tujuan yg lainnya."
sadness,3,"Penyakit andalan dr jaman sma ampe skrg Pinggang encok Antara salah tidur, kurang minum air putih atau sudah tnggl hitung kalender saja"
anger,1,"Ustad radikal ya radikal tambah lagi disuap itu maunya dia terbukti 1T Rizik cabul dapat setelah kerahkan 212 yg tolol, sekarang pendukungnya cm bisa gigit jari dibodohi imam cabul kabur ke Arab.., makan tuh janji sorga. [URL]"
sadness,3,"E btw ya, tumblr bener2 di blokir bwt indo yak :( Setelah berbulan-bulan, akhir nya app nya beneran kaga bisa di buka Ngiteeeerr mulu itu"
anger,1,Warga DKI yang dimintain THR gak usah pada ngedumel ngapah.timbang setaon sekali aja juga dimintainnya.lgian kayaknya itu suka rela deh.gak dipatok harus sekian-sekian. Parcaya deh rezeki anda akan semakin mambah 
sadness,3,"Tak yakin ku kan mampu hapus rasa sakitku. Ku selalu perjuangkan cinta kita , namun apa salahku? Hingga ku tak layak dapatkan Kesungguhanmu. . ."
sadness,3,"Kadang suka bingung, sama orang yang seluruh hidupnya dia habiskan untuk berdebat. Memperdebatkan hal-hal yang sebenernya sepele tapi buat dia itu hal yang pantas untuk diperdebatkan. Serahlau gw cuman bisa terngowoh~"
happy,2,"[USERNAME] makasih banyak [USERNAME] atas kerja kerasnya ,nggak papa EXO nggak jadi kesini semoga EXO Planet #5 EXO bisa kesini amin , terimakasih banyak [USERNAME] :')"
anger,1,"Gak habis pikir, sama orang yg bener2 udah mau nikah hitungan tinggal bbrp bulan lagi tp masih tetep main belakang. Otaknya mati kali ya! Jauhkan dari laki-laki kyk gitu Ya Allah"
anger,1,"Ini!!! Banyak yang bilang milih sopir mobil harus yang bener, karena bisa membawamu masuk jurang. Lah kamu mau disopirin sama orang yang hafal 30 jus apa sama orang yang punya SIM A dan jam terbang tinggi? [URL]"
